CourseName,Syllabus,Version,Duration,Weeks,Department,Level,Credits,CreatedDate,UpdatedDate,Instructor,InstructorEmail,Category,Language,Mode,Price,Discount,SeatsAvailable,EnrolledCount,Rating,ReviewCount,Country,State,City,Course ID
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,23 weeks,23,ME,Intermediate,7,23-08-2022,07-09-2024,Terry Webster,tford@yahoo.com,Computer Science,English,Hybrid,291.47,30.5,98,83,5,482,India,Kerala,Thiruvananthapuram,CD02-AI
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,15 weeks,15,CE,Advanced,7,24-02-2023,24-09-2024,Hunter Smith,jmccoy@hotmail.com,Technology,English,Hybrid,633.61,23.08,53,51,1.2,423,India,Tamil Nadu,Salem,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,15 weeks,15,IT,Intermediate,6,27-04-2023,21-04-2025,Kevin Ortiz,garciaanthony@mcclure.com,Programming,Tamil,Online,343.44,1.6,35,7,2.7,332,India,Tamil Nadu,Chennai,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,19 weeks,19,ME,Advanced,9,01-08-2023,04-12-2024,Angela Beltran,davistimothy@hotmail.com,Technology,Tamil,Hybrid,289.08,5.13,47,83,4.6,436,India,Kerala,Kochi,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,21 weeks,21,CS,Advanced,6,06-06-2023,03-03-2025,Kelly Gray,millerlisa@gmail.com,Technology,Tamil,Online,615.17,49.24,34,1,4.5,78,India,Tamil Nadu,Trichy,CD09-AT
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,19 weeks,19,ME,Intermediate,2,02-04-2023,08-06-2025,Carol Richardson,leeerica@little-gomez.info,Computer Science,English,Online,403.73,33.99,58,50,2.6,290,India,Andhra Pradesh,Vijayawada,CD05-FS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,15 weeks,15,ECE,Advanced,6,10-01-2024,03-05-2025,Jason Cox,lknight@clark.com,Programming,Tamil,Hybrid,330.75,49.2,43,84,4,77,India,Kerala,Kozhikode,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,14 weeks,14,ECE,Intermediate,10,31-03-2024,03-11-2024,Brandy Diaz,robert09@lewis.org,Programming,Tamil,Online,532.49,25.94,85,52,1.7,233,India,Karnataka,Hubli,CD04-DA
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,14 weeks,14,ME,Intermediate,6,03-09-2022,13-12-2024,Alex Roberts,ryanross@hamilton.com,Programming,Tamil,Hybrid,601.64,41.55,46,24,3.1,47,India,Tamil Nadu,Trichy,CD01-DS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,22 weeks,22,ME,Advanced,4,29-11-2022,04-06-2025,Cynthia Ortega,andersonmorgan@davis.info,Programming,Tamil,Hybrid,158.26,16.81,74,26,3.6,479,India,Andhra Pradesh,Vijayawada,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,17 weeks,17,EEE,Advanced,4,29-11-2023,09-06-2025,Edward Benton PhD,carterashley@hotmail.com,Technology,English,Offline,893.23,39.52,47,95,4.7,144,India,Kerala,Alappuzha,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,15 weeks,15,ECE,Intermediate,1,12-10-2023,08-12-2024,Dustin Martinez,april98@hotmail.com,Technology,English,Online,488.29,2.67,92,76,4.8,455,India,Andhra Pradesh,Nellore,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,18 weeks,18,ME,Intermediate,8,18-08-2023,26-09-2024,Tina Baxter,jonesheather@gmail.com,Programming,English,Offline,148.24,1.77,68,46,2.9,43,India,Kerala,Kochi,CD05-FS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,12 weeks,12,IT,Beginner,9,09-08-2022,06-02-2025,Corey Gamble,fuenteskenneth@yahoo.com,Engineering,Tamil,Online,831.99,3.72,35,99,3,284,India,Andhra Pradesh,Vijayawada,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,12 weeks,12,IT,Beginner,9,23-03-2023,03-01-2025,Cody Mccoy,brownbarbara@gmail.com,Computer Science,English,Online,823.56,6.54,72,64,2,229,India,Tamil Nadu,Coimbatore,CD05-FS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,17 weeks,17,CE,Advanced,3,20-01-2024,11-09-2024,Taylor Gray,deborah13@smith.biz,Technology,English,Hybrid,694.52,10.87,20,7,2.9,391,India,Andhra Pradesh,Vijayawada,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,12 weeks,12,EEE,Intermediate,1,23-09-2023,08-09-2024,Jonathan Johnson,vickiereed@adkins-phillips.com,Programming,Tamil,Hybrid,438.37,12.71,37,79,3.2,358,India,Andhra Pradesh,Kurnool,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,17 weeks,17,ME,Beginner,8,05-08-2022,05-12-2024,Yolanda Jones,brittany76@allison-ruiz.com,Programming,English,Offline,524.79,13.43,45,77,4.4,448,India,Tamil Nadu,Madurai,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,20 weeks,20,CE,Intermediate,7,01-04-2024,21-06-2025,Dustin Lin,nathanielanderson@nelson.com,Technology,English,Online,459.48,46,39,6,5,214,India,Karnataka,Mysore,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,15 weeks,15,IT,Intermediate,6,12-09-2023,29-11-2024,William Ray,donovanleah@hotmail.com,Programming,Tamil,Offline,665.26,43.46,33,4,3.8,42,India,Kerala,Kochi,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,18 weeks,18,EEE,Beginner,7,23-08-2023,18-01-2025,Christopher Moore,nandrews@lopez-park.com,Technology,Tamil,Offline,533.78,44.37,68,25,3.9,411,India,Tamil Nadu,Coimbatore,CD01-DS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,15 weeks,15,CE,Advanced,5,26-10-2022,18-02-2025,Brittany Patterson,cdavis@gmail.com,Computer Science,Tamil,Offline,169.29,27.19,84,71,2.5,198,India,Karnataka,Bangalore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,16 weeks,16,IT,Advanced,8,02-05-2023,26-02-2025,Margaret Fuller,allisoncrystal@jensen-cook.com,Computer Science,Tamil,Online,101.41,6.26,45,13,1.9,136,India,Karnataka,Hubli,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,12 weeks,12,CS,Advanced,9,08-04-2023,28-05-2025,Aaron Goodwin,erichartman@smith.net,Programming,English,Offline,604.24,37.06,28,49,2.8,382,India,Karnataka,Belgaum,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,20 weeks,20,ME,Beginner,7,16-04-2024,27-12-2024,Melissa Johnson,jasonrogers@webb.com,Engineering,English,Offline,205.78,44.17,83,50,3.8,431,India,Kerala,Kochi,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,12 weeks,12,CS,Beginner,9,08-04-2023,11-02-2025,Christine Griffith,kimbenjamin@nixon.biz,Programming,Tamil,Offline,682.72,16.86,49,53,4,479,India,Kerala,Thrissur,CD01-DS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,17 weeks,17,ECE,Intermediate,10,16-02-2024,18-11-2024,Jorge Wilson,sparker@wilkins.org,Computer Science,Tamil,Hybrid,618.66,49.16,23,61,4.7,292,India,Andhra Pradesh,Visakhapatnam,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,15 weeks,15,EEE,Advanced,1,22-12-2022,24-06-2025,Bryan Dodson,kimberlywhite@perry.com,Engineering,English,Hybrid,252.32,19.75,63,83,2.1,212,India,Tamil Nadu,Salem,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,14 weeks,14,EEE,Intermediate,4,13-02-2023,18-09-2024,Crystal Williams,ewhite@carr.net,Engineering,English,Offline,227.39,29.22,95,81,3.2,180,India,Andhra Pradesh,Nellore,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,20 weeks,20,EEE,Intermediate,3,01-06-2024,23-02-2025,Amber Dougherty,emiddleton@chang.com,Computer Science,English,Offline,969.51,32.28,24,50,3.3,451,India,Andhra Pradesh,Kurnool,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,18 weeks,18,ECE,Beginner,9,13-04-2024,24-11-2024,Cory Morrison,richardsaaron@gmail.com,Computer Science,English,Offline,786.31,29.68,99,7,2.3,495,India,Tamil Nadu,Coimbatore,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,17 weeks,17,IT,Advanced,2,30-09-2022,12-03-2025,Ashley Gray,diana67@houston.com,Technology,Tamil,Hybrid,515.08,19.3,74,29,1.4,377,India,Karnataka,Hubli,CD05-FS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,13 weeks,13,EEE,Intermediate,6,11-03-2023,01-06-2025,James Thompson,ybrown@gmail.com,Technology,Tamil,Offline,791.32,37.35,35,92,1.4,13,India,Kerala,Kozhikode,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,14 weeks,14,CE,Advanced,10,25-09-2023,10-12-2024,Joseph Estrada,nbutler@arroyo-graves.biz,Computer Science,English,Offline,274.59,30.33,85,74,3.9,493,India,Andhra Pradesh,Visakhapatnam,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,22 weeks,22,ECE,Intermediate,4,27-12-2023,17-01-2025,Kaylee Yang,jakethomas@hotmail.com,Technology,Tamil,Online,981.65,40.19,50,59,1.5,140,India,Tamil Nadu,Chennai,CD06-CC
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,24 weeks,24,ME,Intermediate,5,20-01-2024,16-02-2025,Henry Cherry,dawn69@clayton.biz,Technology,English,Online,654.1,22.19,58,7,3.8,270,India,Tamil Nadu,Madurai,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,24 weeks,24,CE,Beginner,5,20-07-2024,18-02-2025,Abigail Richards,jeremy47@foster.com,Engineering,English,Offline,878.81,2.76,76,64,3.6,157,India,Tamil Nadu,Trichy,CD04-DA
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,13 weeks,13,IT,Advanced,3,30-07-2022,22-04-2025,Barbara Brown,bjohnson@jordan-wood.org,Computer Science,Tamil,Online,190.17,24.81,31,71,1.5,458,India,Andhra Pradesh,Nellore,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,17 weeks,17,ME,Intermediate,6,07-09-2023,27-12-2024,William Edwards,zpalmer@myers.com,Engineering,Tamil,Online,657.48,16.34,67,36,3.7,149,India,Kerala,Kochi,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,13 weeks,13,EEE,Beginner,5,17-12-2023,06-05-2025,Matthew Holloway,hoffmanbethany@marks-shepard.com,Programming,Tamil,Online,767.67,11.26,79,86,4.3,24,India,Karnataka,Hubli,CD03-ML
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,15 weeks,15,IT,Advanced,9,17-04-2024,14-12-2024,Shawn Heath,lopezmargaret@gmail.com,Engineering,Tamil,Online,912.53,26.74,93,21,3.3,492,India,Andhra Pradesh,Nellore,CD06-CC
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,22 weeks,22,ECE,Advanced,9,30-04-2024,06-03-2025,Tabitha Blanchard,lynntamara@dunn.org,Programming,Tamil,Hybrid,423.62,24.52,35,17,3.4,230,India,Karnataka,Belgaum,CD02-AI
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,13 weeks,13,IT,Intermediate,8,10-06-2023,13-09-2024,Tanya Mclean,bwagner@jones.com,Programming,Tamil,Offline,970.28,35.93,66,39,3.4,373,India,Andhra Pradesh,Vijayawada,CD01-DS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,20 weeks,20,IT,Intermediate,10,25-06-2024,24-01-2025,Heidi Neal,xgarrett@campbell-cochran.com,Technology,Tamil,Online,312,48.9,89,6,2.2,211,India,Kerala,Thrissur,CD07-DO
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,23 weeks,23,CE,Beginner,8,08-12-2022,09-04-2025,Kevin Vincent,olivianeal@morris.com,Engineering,Tamil,Online,105.07,10.82,85,69,1.1,340,India,Kerala,Thrissur,CD01-DS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,22 weeks,22,IT,Intermediate,3,19-08-2023,09-10-2024,Amanda Brown,amberdavis@gmail.com,Programming,Tamil,Online,134.81,15.41,72,18,2.7,49,India,Andhra Pradesh,Guntur,CD09-AT
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,14 weeks,14,ME,Advanced,6,01-10-2022,11-11-2024,Lisa Conrad,michaelcruz@sanchez.com,Computer Science,English,Hybrid,900.31,2.36,49,67,1.5,32,India,Andhra Pradesh,Nellore,CD01-DS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,12 weeks,12,IT,Beginner,5,10-07-2024,23-12-2024,Zachary Henry,qcalderon@wright.com,Programming,English,Online,626.78,33.54,53,98,1.3,130,India,Karnataka,Mangalore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,15 weeks,15,IT,Intermediate,8,03-01-2023,22-11-2024,Cassidy Cardenas,maria41@miller-brown.com,Programming,Tamil,Hybrid,828.01,36.44,51,4,2.7,36,India,Tamil Nadu,Coimbatore,CD08-CS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,21 weeks,21,IT,Intermediate,10,19-03-2024,22-11-2024,Christopher Miller,lgreer@yahoo.com,Programming,English,Hybrid,173.92,31.64,24,14,1.5,101,India,Tamil Nadu,Trichy,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,16 weeks,16,CE,Intermediate,2,11-07-2023,02-04-2025,Gregory Doyle,matthew48@yahoo.com,Programming,Tamil,Offline,717.41,14.26,21,62,4.7,192,India,Andhra Pradesh,Vijayawada,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,13 weeks,13,EEE,Beginner,1,26-09-2022,23-08-2024,Cynthia Villa,doughertychristopher@hooper-ho.net,Programming,English,Hybrid,933.63,16.2,94,81,4,105,India,Karnataka,Bangalore,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,17 weeks,17,CE,Intermediate,8,13-01-2023,20-07-2025,Scott Nelson,michaellogan@hotmail.com,Technology,English,Online,254.32,31.63,76,88,4.6,483,India,Andhra Pradesh,Kurnool,CD03-ML
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,19 weeks,19,IT,Intermediate,9,17-03-2023,18-08-2024,Steven Ellis,echen@gmail.com,Engineering,Tamil,Offline,595.52,6.22,27,86,4.9,295,India,Andhra Pradesh,Nellore,CD07-DO
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,24 weeks,24,EEE,Advanced,9,09-10-2022,13-01-2025,Michael Howe,angelakelly@ramirez.com,Engineering,English,Offline,920.31,42.49,75,54,1.3,494,India,Andhra Pradesh,Guntur,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,21 weeks,21,IT,Advanced,10,10-10-2023,24-12-2024,Angela Decker,kenneth79@santos.com,Engineering,English,Online,480.6,45.18,75,75,1.7,362,India,Tamil Nadu,Coimbatore,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CE,Beginner,3,15-06-2023,30-09-2024,Melissa Munoz,xsoto@yahoo.com,Technology,English,Offline,424.57,43.43,61,80,1.8,397,India,Kerala,Thrissur,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,13 weeks,13,CS,Beginner,10,15-09-2023,29-08-2024,Andrew Archer,rogerjohnson@dunn-prince.com,Engineering,Tamil,Offline,933.75,40.85,63,26,4.3,54,India,Karnataka,Bangalore,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,19 weeks,19,EEE,Advanced,2,09-05-2023,04-01-2025,Anthony Smith,erichughes@ward.com,Technology,Tamil,Hybrid,425.71,38.97,66,52,2.9,302,India,Tamil Nadu,Madurai,CD05-FS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,20 weeks,20,CE,Advanced,1,09-09-2022,29-07-2024,Angie Williams,jillboyle@miller-davis.com,Engineering,English,Online,915.97,18.09,94,65,3.2,384,India,Kerala,Thiruvananthapuram,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,12 weeks,12,CS,Advanced,1,27-03-2023,04-11-2024,Rebecca Johnson,kristi99@yahoo.com,Programming,English,Offline,445.6,40.41,47,12,1.5,353,India,Andhra Pradesh,Nellore,CD09-AT
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,23 weeks,23,IT,Beginner,8,17-09-2023,09-08-2024,James Pacheco,rebecca83@gallagher.com,Technology,Tamil,Hybrid,576.46,40.23,50,80,4.8,52,India,Andhra Pradesh,Visakhapatnam,CD04-DA
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,20 weeks,20,CE,Intermediate,10,20-02-2024,12-01-2025,Brent Mckee,harnold@velez.com,Programming,Tamil,Hybrid,390.88,49.25,73,40,4.3,73,India,Andhra Pradesh,Kurnool,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,20 weeks,20,IT,Advanced,6,25-03-2024,07-01-2025,Kevin Guzman,otran@gmail.com,Technology,Tamil,Offline,222.35,37.36,35,21,2.4,482,India,Kerala,Thrissur,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,21 weeks,21,CE,Beginner,8,26-02-2024,28-08-2024,Elizabeth Rollins,peter23@gmail.com,Engineering,Tamil,Offline,591.39,0.12,61,12,3.1,118,India,Andhra Pradesh,Guntur,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,14 weeks,14,CE,Advanced,9,27-05-2023,17-06-2025,Amanda Montoya,ericksonjoseph@gmail.com,Computer Science,English,Hybrid,322.54,29.28,47,36,5,305,India,Andhra Pradesh,Kurnool,CD05-FS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,20 weeks,20,CS,Intermediate,4,17-03-2024,08-07-2025,Daniel Douglas,masonroberts@yahoo.com,Computer Science,English,Offline,249.88,5.51,36,34,4.6,0,India,Karnataka,Mangalore,CD02-AI
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,22 weeks,22,EEE,Intermediate,2,31-10-2022,25-03-2025,Lisa Gutierrez,jennifergoodman@burns-davis.org,Engineering,Tamil,Hybrid,772.34,12.72,44,72,4.9,90,India,Karnataka,Mangalore,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,22 weeks,22,ECE,Beginner,2,01-01-2023,29-11-2024,Jacqueline Harris,kevin17@yahoo.com,Computer Science,English,Offline,847.72,12.65,75,17,1.7,399,India,Kerala,Kochi,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",5,13 weeks,13,CE,Beginner,10,24-01-2024,10-01-2025,Robert Bruce,lmatthews@robinson.com,Engineering,English,Online,449.15,13.01,64,35,3.1,440,India,Kerala,Alappuzha,CD04-DA
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,22 weeks,22,EEE,Beginner,1,01-07-2023,24-04-2025,Leah Smith,christopher12@hotmail.com,Programming,English,Hybrid,160.93,49.37,61,4,2.6,186,India,Andhra Pradesh,Visakhapatnam,CD09-AT
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,15 weeks,15,CS,Beginner,6,21-12-2022,31-03-2025,April Parks,tstevens@ray-davis.info,Engineering,English,Online,333.05,45.9,62,10,4.7,304,India,Tamil Nadu,Madurai,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,23 weeks,23,CE,Intermediate,8,23-10-2023,03-10-2024,Nicholas Mcdonald,robert16@yahoo.com,Engineering,Tamil,Hybrid,672.58,49.64,83,65,3,222,India,Andhra Pradesh,Nellore,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,20 weeks,20,CS,Intermediate,3,28-09-2023,18-08-2024,Sarah Smith,astevenson@shelton.info,Technology,Tamil,Offline,104.64,40.42,100,6,3.6,335,India,Kerala,Thrissur,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,18 weeks,18,ECE,Intermediate,6,17-05-2024,30-10-2024,Michael Watson,zreyes@yahoo.com,Technology,Tamil,Offline,956.58,4.3,66,22,4,90,India,Andhra Pradesh,Guntur,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,18 weeks,18,CE,Advanced,4,28-09-2023,07-02-2025,Pamela Moore,matthew81@clarke-davila.info,Computer Science,English,Offline,771.57,12.87,40,60,4.7,442,India,Andhra Pradesh,Vijayawada,CD08-CS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,21 weeks,21,CS,Intermediate,6,06-02-2024,25-05-2025,Sean King,raymonddiana@yahoo.com,Programming,English,Hybrid,611.56,11.79,53,65,3.8,425,India,Andhra Pradesh,Nellore,CD05-FS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CE,Advanced,5,02-11-2023,08-12-2024,Lisa Jensen,jeremybrock@ruiz.com,Technology,Tamil,Offline,282.74,25.2,62,22,3.3,183,India,Tamil Nadu,Salem,CD05-FS
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,12 weeks,12,EEE,Beginner,10,13-05-2023,11-02-2025,Timothy Garcia,kjackson@bean.com,Technology,English,Offline,500.32,45.11,98,57,2.9,379,India,Kerala,Alappuzha,CD02-AI
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,20 weeks,20,ECE,Beginner,2,18-10-2022,16-09-2024,Geoffrey Townsend,kevinmoss@ortega-williams.com,Engineering,Tamil,Online,696.17,21.93,64,58,2.8,429,India,Karnataka,Hubli,CD07-DO
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,18 weeks,18,ECE,Intermediate,8,18-06-2024,17-04-2025,Amy Singleton,brianna83@yahoo.com,Technology,English,Hybrid,975.38,12,73,28,3.2,86,India,Karnataka,Bangalore,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,13 weeks,13,CE,Intermediate,6,04-10-2022,23-04-2025,Dr. Sharon Rose,okane@griffin.com,Technology,Tamil,Offline,957.11,20.66,24,18,1.2,212,India,Karnataka,Belgaum,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,14 weeks,14,CE,Advanced,5,19-02-2024,01-12-2024,Michael Alvarado,davisjames@hotmail.com,Programming,English,Offline,517.24,6.53,81,86,2.6,457,India,Kerala,Thrissur,CD09-AT
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,14 weeks,14,CE,Beginner,6,29-10-2022,03-09-2024,Justin Ellis,terrance89@clark.com,Engineering,English,Offline,480.12,27,59,28,3.9,116,India,Kerala,Thrissur,CD09-AT
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,13 weeks,13,ECE,Beginner,1,16-08-2022,07-05-2025,Hayley Wright,racheltaylor@george.com,Technology,Tamil,Hybrid,283.93,8.58,87,11,1,472,India,Andhra Pradesh,Vijayawada,CD06-CC
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,13 weeks,13,ME,Intermediate,1,01-03-2024,05-03-2025,Brenda Dougherty,margaret83@weber.com,Programming,English,Hybrid,137.37,18.84,43,42,1.6,217,India,Kerala,Thiruvananthapuram,CD07-DO
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,12 weeks,12,ME,Intermediate,4,29-03-2023,28-09-2024,Michelle Benton,travisfrazier@hotmail.com,Computer Science,Tamil,Online,849.23,9.86,41,32,1.7,387,India,Tamil Nadu,Coimbatore,CD01-DS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,21 weeks,21,ECE,Beginner,7,21-08-2022,02-01-2025,Dr. John Noble,ibrown@hotmail.com,Engineering,Tamil,Online,692.61,11.83,61,47,4.3,128,India,Tamil Nadu,Salem,CD08-CS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,21 weeks,21,IT,Intermediate,10,01-05-2024,09-02-2025,Michelle Hickman,jeanette34@mccall.net,Computer Science,English,Offline,683.05,43.2,73,69,4.6,418,India,Kerala,Thrissur,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,14 weeks,14,ME,Advanced,2,02-06-2024,24-07-2025,Brittany Valencia,timothy20@douglas-park.com,Engineering,Tamil,Hybrid,425.91,15.91,74,46,2.2,324,India,Karnataka,Hubli,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,19 weeks,19,CE,Advanced,8,20-08-2023,03-08-2024,Manuel Todd,qhart@jackson-cobb.com,Programming,Tamil,Offline,231.59,28.08,22,64,2.2,457,India,Tamil Nadu,Coimbatore,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,16 weeks,16,IT,Beginner,2,06-08-2023,01-01-2025,Tommy Davis,erica28@yahoo.com,Technology,English,Hybrid,395.24,35.23,33,16,5,494,India,Kerala,Thiruvananthapuram,CD03-ML
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,16 weeks,16,CE,Intermediate,7,11-12-2023,19-03-2025,Todd Flores,hwise@garza.com,Programming,Tamil,Offline,171.73,7.7,68,29,2.2,464,India,Karnataka,Bangalore,CD09-AT
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,12 weeks,12,CS,Advanced,8,05-05-2023,13-05-2025,Charlotte Chen,nicholaszamora@rivera-franco.com,Programming,Tamil,Online,727.6,33.22,86,80,4.2,352,India,Karnataka,Belgaum,CD06-CC
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,23 weeks,23,ECE,Intermediate,5,28-03-2023,07-05-2025,Susan Cook,cheryl08@hotmail.com,Computer Science,Tamil,Hybrid,917.35,16.42,78,6,2.7,244,India,Karnataka,Hubli,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,19 weeks,19,EEE,Beginner,1,02-01-2023,25-03-2025,Stephanie Liu,lindseysmith@yahoo.com,Engineering,English,Online,194.41,39.23,39,24,5,396,India,Kerala,Alappuzha,CD06-CC
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,22 weeks,22,IT,Advanced,2,02-08-2022,24-01-2025,Seth Mckinney,tmoore@gmail.com,Engineering,English,Offline,799.44,42.52,90,8,4.9,247,India,Tamil Nadu,Trichy,CD09-AT
