SalesID,SalesPersonName,Region,LeadsGenerated,Conversions,Revenue,Month,Email,PhoneNumber,Age,ExperienceYears,Team,JoiningDate,TargetAchieved,CustomerSatisfaction,CommissionEarned,LastLogin,FeedbackComments,SalesChannel,Certifications,Course ID
4255,Kayla Todd,South,40,8,4910.49,2023-04,theodorekane@gmail.com,465-135-8524,24,10,Gamma,2021-05-12,No,2,259.92,2025-01-30 04:51:48,Fact lose interesting put.,Online,Certified Seller,CD06-CC
4256,Traci Johnson,West,87,4,6645.91,2023-07,osanchez@hotmail.com,(637)392-6267x777,24,3,Gamma,2023-04-25,Yes,7,409.38,2025-01-30 07:52:20,More agency audience street stay street seek.,Hybrid,Elite Trainer,CD01-DS
4257,James Robertson,West,31,5,2199.52,2022-01,jonathanprince@shaw.com,+1-055-334-2880x665,31,6,Beta,2023-06-23,No,1,303.04,2025-03-15 01:34:34,Describe nothing door dark others line.,Offline,Elite Trainer,CD05-FS
4258,Jessica Jordan,South,11,17,3271.74,2022-07,allenjuan@cox.biz,693.831.2433x92579,29,0,Beta,2024-05-14,No,4,470.62,2025-05-24 15:15:06,Light budget reality despite.,Online,None,CD02-AI
4259,Carlos Harrington,Central,92,49,7498.55,2023-04,anthony50@flowers.net,+1-686-367-7083x312,32,14,Beta,2023-01-24,No,3,563.0,2025-01-05 05:10:02,Mrs foreign air stage street discussion total.,Online,Elite Trainer,CD08-CS
4260,Danielle Allen DDS,East,44,48,8848.21,2024-07,ccisneros@yahoo.com,+1-634-610-5103,44,13,Gamma,2022-05-28,No,1,377.72,2025-04-12 12:30:24,Analysis office wear type notice.,Offline,Certified Seller,CD09-AT
4261,Steven Warren,Central,23,48,4198.38,2022-03,barrettstephen@watson-carter.com,7897680810,47,8,Gamma,2020-08-28,Yes,2,256.65,2025-01-13 02:52:47,Skin reason finish bit part specific receive.,Hybrid,Elite Trainer,CD04-DA
4262,Melissa Valentine,South,95,45,7295.21,2024-11,aaronhull@sawyer.com,108-276-8322x53745,34,10,Beta,2021-01-24,No,8,832.44,2025-02-17 02:32:37,Financial cost phone middle myself environmental black.,Online,None,CD08-CS
4263,Daniel Montgomery,West,34,15,9058.76,2024-08,teresamurphy@yahoo.com,374.488.1140,24,13,Alpha,2023-03-20,No,9,854.06,2025-04-23 07:02:57,This official agreement worker prepare face PM question.,Offline,Certified Seller,CD02-AI
4264,Jeffrey Alexander,East,40,36,1412.37,2024-12,emily82@hotmail.com,163-682-9882x8201,40,17,Alpha,2022-05-11,No,2,732.7,2025-03-09 21:59:54,Research compare police.,Offline,None,CD06-CC
4265,Jeremy Chandler,North,66,20,3379.2,2022-05,fritzdenise@franco.com,+1-931-694-3559x9694,43,4,Alpha,2020-09-11,No,1,993.78,2025-01-05 18:53:17,Once already will people cell.,Offline,None,CD09-AT
4266,Sharon Pittman,East,82,10,4438.76,2024-05,jthompson@lee-barron.com,001-440-216-9420,32,1,Gamma,2020-07-30,Yes,1,705.08,2025-03-01 14:21:12,Glass visit explain remember peace practice.,Offline,Elite Trainer,CD09-AT
4267,Mary Adams,East,46,2,4091.12,2022-03,flynnbradley@holmes.biz,001-442-103-8226x921,31,1,Beta,2021-07-24,Yes,9,177.15,2025-02-03 15:17:28,Leg night process life modern.,Offline,None,CD01-DS
4268,Kristin Price,West,72,38,5232.44,2023-01,rbryan@gmail.com,001-595-807-7330x4313,34,5,Gamma,2023-02-27,No,2,894.67,2025-05-09 11:19:05,There letter draw sing they another since hit.,Hybrid,Certified Seller,CD05-FS
4269,Sandra Bryan,East,66,28,8828.02,2023-06,kristenflores@yahoo.com,+1-606-699-2765x5172,31,5,Beta,2022-04-03,No,7,804.06,2025-06-19 08:34:20,Bag never least response day majority.,Hybrid,Elite Trainer,CD03-ML
4270,Zachary Williams,East,12,3,5774.14,2022-10,jessica91@whitney.com,+1-213-372-1805,36,18,Gamma,2024-06-17,No,4,195.02,2025-03-22 06:28:00,Wonder sit feeling both.,Online,None,CD04-DA
4271,Timothy Larsen,South,49,22,3643.28,2022-12,joelscott@gmail.com,640-937-0728x9148,31,6,Gamma,2021-03-22,No,1,895.95,2025-04-14 12:49:09,Shoulder later speak own sea half throughout.,Hybrid,None,CD05-FS
4272,Krystal Morales,South,75,13,3401.73,2024-11,daviserica@yahoo.com,166-147-8225x61989,37,7,Beta,2024-04-17,Yes,7,523.73,2025-07-17 17:44:37,Officer ever which you.,Hybrid,None,CD06-CC
4273,Elizabeth Ford,Central,86,8,4702.78,2024-11,wolfjoanne@yahoo.com,131.329.3529,25,11,Beta,2022-11-23,No,7,357.57,2025-03-01 12:03:31,Artist government wide safe not deal.,Hybrid,None,CD09-AT
4274,Andrew Carter,North,43,3,9301.11,2024-03,patelrobert@patel.com,(696)450-7192x1254,33,7,Alpha,2021-06-13,No,3,213.71,2025-06-08 19:59:08,Sit structure travel many rich analysis professional.,Hybrid,Certified Seller,CD08-CS
4275,Stephen Wilson,Central,33,7,5829.57,2024-10,amysantana@yahoo.com,325.235.7459x173,39,15,Beta,2021-04-18,Yes,7,556.0,2025-03-29 02:17:13,Truth strategy new pull operation her need.,Online,Elite Trainer,CD01-DS
4276,David Moore,East,14,27,8453.26,2023-10,lhouse@gmail.com,226.710.0979x9282,27,1,Alpha,2020-08-06,Yes,10,943.85,2025-02-14 14:41:08,Sister financial record middle.,Online,Certified Seller,CD04-DA
4277,Stacey Taylor,South,19,29,5739.38,2024-09,rrodriguez@hamilton.info,553.215.5683x4420,24,2,Alpha,2021-06-27,Yes,4,404.7,2025-05-04 02:31:42,Onto manager red help size they.,Offline,Certified Seller,CD02-AI
4278,Jeffrey Johnson,North,61,7,9233.36,2024-08,hannaantonio@yahoo.com,755.897.8420x6368,24,19,Alpha,2023-07-26,Yes,9,346.26,2025-02-07 08:28:28,Case far everything receive.,Hybrid,Certified Seller,CD03-ML
4279,William Mack,Central,21,49,5093.29,2023-03,jcosta@yahoo.com,(345)848-3368x186,30,3,Alpha,2021-10-19,No,10,382.57,2025-07-06 15:33:59,Financial return loss prove ever win health.,Online,Certified Seller,CD05-FS
4280,Jennifer Thompson,East,66,22,5495.24,2024-06,emily52@gilbert-ramirez.com,+1-359-457-2971,33,15,Alpha,2023-05-21,No,1,176.08,2025-04-19 07:24:58,Everyone machine our condition president.,Hybrid,Elite Trainer,CD02-AI
4281,Catherine Walker,North,69,26,6963.35,2023-10,ijones@yahoo.com,(956)447-7639,49,10,Gamma,2020-10-16,No,2,965.54,2025-03-24 02:40:53,Add top positive age.,Offline,None,CD02-AI
4282,Timothy Johnson,West,67,44,9383.25,2022-02,maryperry@williams.info,434-137-1975x51551,30,3,Alpha,2023-09-04,No,6,141.1,2025-06-27 05:22:47,Accept despite collection despite.,Offline,Elite Trainer,CD05-FS
4283,Douglas Williams,Central,11,10,1638.3,2022-02,terri88@cox.com,277.562.6637x01436,38,17,Alpha,2021-07-24,Yes,10,427.17,2025-07-29 01:00:27,Summer thing here rise so young.,Hybrid,Certified Seller,CD05-FS
4284,Courtney Cole,East,26,1,3650.06,2023-12,larsonlisa@yahoo.com,433.353.4232x814,34,17,Beta,2022-06-03,No,2,721.43,2025-04-18 21:06:01,Voice friend military yeah write ask.,Hybrid,Certified Seller,CD05-FS
4285,Gary Lewis,East,30,19,2783.83,2023-06,huffdestiny@yahoo.com,054.821.3091x3919,48,18,Beta,2021-03-15,No,2,973.21,2025-04-21 05:20:21,Total building charge nor culture.,Offline,Certified Seller,CD05-FS
4286,Devin Krause,South,17,8,5172.84,2022-02,christine21@west.biz,054-062-2510x35941,50,20,Beta,2020-10-27,No,4,138.15,2025-07-23 01:43:13,Reach before focus will.,Offline,Certified Seller,CD07-DO
4287,Pamela Gonzalez,Central,42,1,3593.19,2023-12,cheyenne81@weaver.com,116-674-9672x558,48,14,Gamma,2022-01-10,No,2,952.13,2025-07-06 17:58:36,Lose task environment politics.,Offline,Certified Seller,CD03-ML
4288,Bradley Haas,South,38,37,6881.7,2023-01,jwaters@morrison.com,+1-825-678-6657,36,20,Alpha,2020-12-14,Yes,10,543.45,2025-06-27 11:40:21,Enjoy apply truth open debate word glass.,Hybrid,Elite Trainer,CD04-DA
4289,Mrs. Kelsey Chapman,Central,29,11,6405.74,2024-09,ovasquez@lewis.com,001-030-974-6875x690,42,14,Alpha,2024-01-05,Yes,2,471.6,2025-06-28 02:42:12,Represent step subject.,Online,Elite Trainer,CD01-DS
4290,Laura Mayo MD,Central,13,42,1749.87,2023-11,moraleskatie@hotmail.com,001-151-835-4443x8376,48,8,Alpha,2023-06-21,No,4,690.18,2025-02-06 21:07:10,Whole pattern politics politics major.,Hybrid,None,CD01-DS
4291,Cathy Grant,East,36,16,2238.16,2024-03,john26@benitez.com,699.889.5479,47,3,Beta,2021-08-07,Yes,4,543.86,2025-01-14 15:24:16,Now inside three project.,Online,None,CD04-DA
4292,Ryan Clark,East,79,3,8527.92,2024-07,robertpage@hotmail.com,(350)656-1380x566,39,7,Gamma,2021-10-25,Yes,4,913.51,2025-01-18 06:39:23,Condition blue ask recognize physical movie.,Online,Elite Trainer,CD01-DS
4293,Janice Edwards,South,63,32,3229.4,2024-09,adriansmith@smith-lowe.org,(374)923-0543x908,27,6,Gamma,2021-10-19,Yes,2,353.04,2025-01-19 18:24:15,From easy charge.,Offline,Elite Trainer,CD03-ML
4294,Justin Hicks,South,52,24,3255.7,2022-02,briana73@harris-graham.com,244-611-2026,33,14,Gamma,2022-02-07,No,9,705.24,2025-02-10 19:38:41,Answer life husband look.,Offline,Elite Trainer,CD01-DS
4295,Samuel Coffey,East,15,8,9910.13,2022-12,david53@gmail.com,606-018-5060,28,2,Beta,2021-03-29,No,4,518.96,2025-06-01 10:29:04,They phone operation shake.,Hybrid,Certified Seller,CD08-CS
4296,Sean Santos,East,39,6,2145.8,2022-01,bphillips@woods.com,(467)590-2564x68576,33,0,Alpha,2023-11-21,Yes,7,455.51,2025-01-13 07:58:20,Will hope follow between cut age moment woman.,Hybrid,None,CD03-ML
4297,Carrie Graham,South,77,37,4421.99,2022-09,alexanderholly@hotmail.com,(130)219-5305,36,20,Gamma,2023-12-14,Yes,8,825.24,2025-01-01 10:26:11,Staff recently crime gas above field.,Online,Elite Trainer,CD03-ML
4298,Ashley Ramirez,South,29,22,4155.03,2024-05,linda99@mitchell-daniel.com,4676775247,44,5,Alpha,2021-04-06,Yes,6,576.05,2025-02-14 00:39:47,Example once either hit four author although.,Offline,None,CD05-FS
4299,Debbie Sanders,Central,100,8,4383.46,2024-03,jeremyayers@yahoo.com,(510)539-7844,27,19,Gamma,2021-01-23,No,1,623.76,2025-03-04 11:38:33,Station thus reason box.,Offline,None,CD05-FS
4300,Wendy Bradford,East,24,22,8963.43,2024-12,robertpetty@gmail.com,729.005.1488x920,46,7,Alpha,2021-02-12,Yes,1,475.02,2025-05-11 22:31:02,Attack scene enjoy begin.,Offline,None,CD03-ML
4301,Megan Ramos,West,10,24,6040.51,2023-07,lawrencesusan@gmail.com,019-553-4401x44958,32,11,Gamma,2023-12-05,Yes,1,329.53,2025-03-21 12:58:15,New believe industry worker minute only.,Hybrid,Elite Trainer,CD07-DO
4302,Wendy Huff,West,92,13,2911.86,2022-03,sotochristopher@howell.com,+1-687-057-0825x7550,39,14,Alpha,2023-04-06,Yes,4,198.32,2025-04-15 15:41:27,None subject offer animal.,Hybrid,Elite Trainer,CD06-CC
4303,Scott Blackburn,Central,68,9,7978.53,2023-05,tallen@hotmail.com,(959)880-1492x49628,38,16,Alpha,2021-11-06,No,6,975.58,2025-06-30 09:44:30,Song conference challenge recently put create.,Offline,Certified Seller,CD08-CS
4304,Misty Lee,South,26,8,2821.64,2023-04,mcdowelljordan@ortiz.com,+1-762-243-6350x01575,43,13,Gamma,2021-07-22,No,1,234.78,2025-07-21 14:04:39,Kid employee piece offer.,Online,Certified Seller,CD04-DA
4305,Nathan Oliver,West,71,1,8107.61,2023-04,kathryn18@yahoo.com,(059)168-8637,30,11,Gamma,2020-10-01,No,5,374.7,2025-07-14 03:39:06,Positive nothing cost morning these magazine.,Online,None,CD08-CS
4306,Brooke Gilmore,South,21,39,2606.22,2024-06,reedbrianna@carpenter-rodriguez.info,001-655-444-8544x42309,36,13,Beta,2024-03-27,No,9,669.53,2025-02-24 15:30:18,Reduce a dinner understand father else.,Hybrid,Certified Seller,CD05-FS
4307,Antonio Orr,West,100,36,6873.25,2022-03,jonathan17@yahoo.com,650-055-5087x33387,46,0,Gamma,2022-11-06,Yes,8,698.52,2025-04-20 12:56:32,Interview woman rich others prove seek often.,Hybrid,Elite Trainer,CD09-AT
4308,Jennifer Howe,South,62,17,8257.35,2023-10,vgreen@hotmail.com,(485)993-0530x178,45,19,Beta,2021-10-10,Yes,10,478.91,2025-04-01 16:00:46,True man economic scientist some.,Hybrid,Certified Seller,CD05-FS
4309,Randall Valdez,Central,41,17,3767.45,2022-09,josephblevins@sanchez.biz,(427)581-5720x921,23,10,Gamma,2022-01-21,Yes,6,887.66,2025-02-11 04:54:17,Require look me per.,Offline,Certified Seller,CD02-AI
4310,Jake Lynch,East,10,2,2668.09,2024-09,collinskathryn@hotmail.com,3703282686,25,18,Gamma,2024-07-02,Yes,6,253.81,2025-02-17 22:03:19,In major head up.,Hybrid,Elite Trainer,CD06-CC
4311,Joel Thomas,East,67,4,8379.75,2024-04,smitheric@hotmail.com,318.641.2212x16855,36,20,Alpha,2024-01-20,Yes,9,631.12,2025-02-28 05:24:39,Tv if summer resource remain book.,Offline,None,CD07-DO
4312,Luis Jenkins,West,85,25,7106.98,2023-04,nicholas84@gonzalez.com,434-036-7568x25014,50,11,Gamma,2021-04-15,No,7,776.73,2025-01-14 11:39:25,Without add daughter series.,Online,Certified Seller,CD03-ML
4313,Timothy Nash,South,94,3,9192.11,2022-11,coxjonathan@hotmail.com,(326)863-7631x67949,41,0,Alpha,2023-04-11,Yes,10,197.88,2025-06-21 13:41:42,Until worry finally build wear control hard.,Online,Certified Seller,CD02-AI
4314,Kenneth Dominguez,North,28,10,1477.93,2024-01,wendyjackson@hotmail.com,284-550-9273,31,18,Gamma,2021-12-10,Yes,7,384.36,2025-07-04 21:13:25,Character create course child write from.,Hybrid,Certified Seller,CD07-DO
4315,Brenda Willis,North,38,12,3333.72,2023-05,amynewman@jones.com,(463)329-0931x30916,33,19,Beta,2021-12-05,No,4,581.98,2025-02-18 18:46:32,Investment operation cause.,Offline,Certified Seller,CD04-DA
4316,Jody Sims,Central,89,3,4262.58,2023-09,brittanymartinez@yahoo.com,(039)234-4803,31,6,Gamma,2024-04-25,No,3,135.35,2025-06-25 04:58:36,Get save a.,Offline,Elite Trainer,CD07-DO
4317,Brandi Kennedy,Central,87,40,4298.68,2024-03,nelsonnicole@espinoza.com,566.561.8717,35,0,Alpha,2023-04-26,Yes,3,229.15,2025-01-19 18:31:37,Often care of evening financial.,Offline,None,CD07-DO
4318,Kevin Zhang,West,54,38,2549.0,2024-12,davisgarrett@haynes-davenport.com,821-339-7938x5583,39,11,Alpha,2022-12-25,Yes,5,523.14,2025-07-23 19:31:43,Create follow trip star.,Online,None,CD03-ML
4319,Lonnie Anderson,North,85,43,4839.06,2022-10,mortontyler@taylor.com,(328)303-6749x56852,45,18,Alpha,2022-05-06,Yes,2,477.86,2025-02-08 00:25:47,Heart eye though happen.,Online,None,CD02-AI
4320,Ryan Tucker,North,65,14,6719.39,2023-08,millertodd@keith.net,982-670-2742x271,25,14,Gamma,2021-02-18,No,2,599.04,2025-03-28 16:22:27,Rather dark single.,Offline,Certified Seller,CD03-ML
4321,Ann Ray,South,17,48,9622.54,2023-11,cindyramirez@white-smith.org,001-923-841-6963x360,31,2,Alpha,2022-05-15,No,4,194.8,2025-06-23 03:21:09,Air wrong player hair ground serve response.,Offline,Elite Trainer,CD06-CC
4322,Stephen Dixon,North,56,2,6905.95,2024-04,oconnelljohn@gmail.com,(109)648-0108x2854,27,19,Beta,2022-10-07,No,4,820.44,2025-05-28 13:43:58,Around participant know stuff.,Offline,None,CD08-CS
4323,Justin Casey,Central,42,33,8762.54,2022-04,daykyle@brown-romero.com,+1-960-913-9738x311,33,6,Alpha,2023-06-17,No,2,703.88,2025-03-29 18:54:15,Will challenge buy amount threat skill.,Offline,Certified Seller,CD05-FS
4324,Janice Johnston,East,64,50,3782.77,2022-04,jason43@hotmail.com,631.508.0258x33676,26,16,Alpha,2022-08-01,Yes,9,741.8,2025-04-16 04:35:13,Production mention measure quickly suggest watch between.,Hybrid,Certified Seller,CD06-CC
4325,Renee Barber,West,83,38,6878.7,2023-10,williamrodriguez@chapman.net,535.662.1403x76642,30,9,Alpha,2023-07-13,No,7,314.01,2025-03-31 05:56:07,Poor alone art three ready serious knowledge.,Online,Certified Seller,CD09-AT
4326,Beverly Hall,North,25,1,3897.31,2023-03,jtorres@diaz.info,725-179-5601x511,39,10,Gamma,2023-12-01,Yes,9,184.33,2025-06-23 17:23:21,Window early summer Mrs.,Hybrid,Certified Seller,CD03-ML
4327,Mark Parker,Central,98,20,1116.53,2022-09,robert82@yahoo.com,(342)705-0685,27,1,Gamma,2023-05-14,No,10,828.23,2025-03-14 00:59:59,Generation public better develop interest generation western take.,Online,None,CD08-CS
4328,Yolanda Anderson,East,69,15,5620.94,2023-09,alexandrasullivan@owens-stephenson.com,898-836-3854,23,17,Alpha,2021-05-18,No,3,236.11,2025-01-12 10:12:40,Three she party nature social.,Offline,Certified Seller,CD07-DO
4329,Andrew Dunn,North,73,6,6054.8,2024-06,kelly43@willis.net,8661317447,36,13,Alpha,2022-05-13,No,3,551.59,2025-02-06 08:13:11,Have run city everybody course style.,Online,Certified Seller,CD09-AT
4330,Edward Kirk III,East,84,32,7980.1,2022-08,smithgloria@hicks.com,(785)836-1748x45388,26,11,Alpha,2023-05-08,No,1,542.69,2025-03-04 04:46:30,Inside put mind guess artist.,Offline,Elite Trainer,CD01-DS
4331,Nicole James,North,73,35,3609.19,2022-12,rachelsawyer@gmail.com,586-947-5939,23,16,Beta,2022-06-25,Yes,5,481.65,2025-02-14 01:48:52,Begin allow baby production natural act price.,Offline,None,CD04-DA
4332,Patrick Jones,East,22,10,5886.83,2024-07,wblackburn@yahoo.com,5972744181,31,8,Beta,2023-03-21,Yes,3,148.48,2025-07-07 20:53:36,Final later Democrat quickly popular rate.,Offline,Elite Trainer,CD07-DO
4333,Robert Richardson,East,52,27,8171.9,2023-06,brandonrodriguez@yahoo.com,+1-570-882-3975x21825,33,16,Gamma,2023-11-22,No,3,482.6,2025-05-03 21:18:38,Response easy bar to wind wrong.,Offline,Certified Seller,CD05-FS
4334,Elizabeth Kent,South,31,14,9312.99,2024-02,gibsonlawrence@hotmail.com,(139)645-4753x040,40,13,Gamma,2023-10-17,Yes,1,436.97,2025-04-16 08:46:49,Recently decision treatment some get trade.,Offline,Elite Trainer,CD08-CS
4335,Frank Donovan,East,51,18,9912.28,2022-10,coryrush@sutton.com,001-960-139-1491x4601,38,10,Gamma,2022-06-19,Yes,6,729.39,2025-05-01 13:10:42,For skin series.,Online,Elite Trainer,CD01-DS
4336,Jordan Mitchell,West,54,21,4619.79,2024-10,hartkaren@hotmail.com,+1-477-644-7349x4018,41,18,Alpha,2024-02-22,Yes,10,315.67,2025-04-15 07:45:58,Include mean couple feel hour share six.,Online,Certified Seller,CD02-AI
4337,Roy Carpenter,Central,93,9,2596.27,2022-03,danielle72@hotmail.com,001-803-717-9522,25,12,Beta,2023-05-16,Yes,7,127.87,2025-01-24 22:06:59,Drive southern opportunity.,Offline,Certified Seller,CD01-DS
4338,Joy Knight,South,46,27,2055.22,2023-04,jason65@yahoo.com,531.540.1531x2199,46,10,Beta,2022-08-15,No,6,622.62,2025-06-29 05:21:39,Already fill pay room head series edge.,Online,None,CD01-DS
4339,Jenna Reynolds,Central,13,21,9962.07,2023-11,humphreysara@gmail.com,107.059.7795,42,10,Gamma,2022-07-31,No,1,664.07,2025-06-28 03:15:22,Past summer specific discussion place avoid once.,Offline,Certified Seller,CD02-AI
4340,Marc Lara,South,78,12,2474.02,2022-06,robert70@schneider-morrison.com,708-273-3497x99420,42,13,Alpha,2024-03-21,No,8,671.81,2025-01-19 05:57:29,Usually out tree offer.,Offline,Certified Seller,CD05-FS
4341,William Simmons,South,35,48,3191.09,2022-10,matthew97@hotmail.com,+1-901-210-5200x47586,43,12,Gamma,2023-03-03,No,1,461.33,2025-02-03 12:14:07,After give bad action individual stand reveal.,Offline,None,CD04-DA
4342,Aaron Wolf,West,53,19,8529.03,2024-08,veronica08@gmail.com,9974018288,47,2,Gamma,2021-05-11,Yes,7,393.14,2025-02-19 21:18:29,Allow know despite water consider expect recent.,Online,Elite Trainer,CD04-DA
4343,Christopher Nguyen,East,58,17,5751.63,2024-11,brian17@oneill-ferrell.com,240.047.9510x322,46,5,Alpha,2023-07-03,No,7,695.5,2025-01-14 23:12:22,Republican whether food mission.,Hybrid,Certified Seller,CD02-AI
4344,Douglas Strickland,North,65,41,5309.8,2023-01,sanchezmallory@hotmail.com,(580)229-8489,47,5,Beta,2022-07-04,Yes,5,266.71,2025-03-06 07:09:31,Glass know us interview action similar.,Offline,Elite Trainer,CD07-DO
4345,Jesse Robertson,North,39,17,1199.95,2022-10,hfoley@hotmail.com,(978)359-2241x8082,43,3,Gamma,2023-03-08,No,6,463.47,2025-04-09 01:02:58,Almost alone room stop onto agree.,Online,Certified Seller,CD04-DA
4346,Kaitlyn Jackson,East,23,19,4293.55,2023-12,trevor09@yahoo.com,311-084-4974x20470,36,3,Alpha,2024-07-25,Yes,3,547.95,2025-06-19 14:22:51,Produce realize after able person.,Offline,Elite Trainer,CD08-CS
4347,Tina Ellis,Central,84,19,5093.34,2023-06,kathleen94@yahoo.com,(452)512-6248x2605,34,20,Alpha,2023-06-11,Yes,2,254.06,2025-07-02 11:32:53,How drive improve financial arm under church.,Hybrid,Elite Trainer,CD07-DO
4348,Frances Jimenez,Central,64,35,1058.15,2022-02,tracey09@olson.com,046.800.7785,30,4,Beta,2023-07-26,Yes,1,801.36,2025-02-05 09:42:26,Issue Democrat nor seat.,Hybrid,Certified Seller,CD06-CC
4349,Donald Chapman,West,99,35,5323.22,2024-06,tbowman@gmail.com,273-035-4364x040,41,12,Beta,2023-07-21,No,2,990.12,2025-05-06 03:20:39,Paper cost thus story hard remain.,Hybrid,None,CD04-DA
4350,Cynthia Montgomery,East,13,48,1291.82,2022-10,hnorman@ewing.org,(535)069-2794x94175,32,11,Beta,2022-12-23,No,5,518.97,2025-02-09 10:37:08,Large issue medical room Democrat picture.,Online,Certified Seller,CD04-DA
4351,William Lee,South,54,42,9122.56,2024-12,hhendricks@huynh.org,(142)395-1017,43,16,Alpha,2023-03-07,Yes,8,235.29,2025-03-24 18:33:27,Discuss paper wear food.,Offline,Elite Trainer,CD06-CC
4352,Jeremiah Lucas,South,82,14,9493.14,2024-06,brianhaney@hotmail.com,9894262934,32,4,Alpha,2022-06-07,Yes,9,569.51,2025-04-18 20:39:48,Role order president collection four care give.,Offline,None,CD05-FS
4353,Grant Moore,South,83,42,6920.83,2022-01,robertmiller@smith-walls.net,+1-267-603-0321x719,44,16,Alpha,2022-10-31,No,2,291.45,2025-04-22 15:00:39,Score tell anything from condition.,Hybrid,Elite Trainer,CD06-CC
4354,Charles Grant,North,57,23,2817.21,2022-12,alexmurphy@diaz.com,625-032-4348,32,17,Gamma,2023-09-25,Yes,10,221.96,2025-05-21 16:50:07,Anything better history miss.,Online,Elite Trainer,CD08-CS
4355,Maria Melendez,West,48,24,8379.48,2023-07,changlindsay@atkinson-massey.com,(307)757-0310x24339,35,6,Gamma,2023-01-05,Yes,10,961.74,2025-06-25 03:07:34,Research eye third lawyer how sister.,Hybrid,Elite Trainer,CD02-AI
4356,Kevin Cunningham,West,78,42,9466.85,2023-04,nathannavarro@hotmail.com,(495)569-0628x314,22,15,Beta,2020-12-04,No,4,393.7,2025-05-02 03:18:52,Build story hotel first including truth.,Hybrid,Certified Seller,CD09-AT
4357,Kenneth Brady,West,18,2,3966.74,2023-12,hmiller@yahoo.com,+1-404-767-1333,41,4,Beta,2023-08-23,Yes,4,981.47,2025-07-20 07:45:46,Clear election see through could college.,Hybrid,None,CD01-DS
4358,Deborah Rodriguez,Central,86,13,6653.64,2024-01,philliprivers@hotmail.com,4498047997,28,15,Alpha,2022-06-10,Yes,3,861.09,2025-03-23 06:33:24,Agent city argue own really natural realize education.,Offline,Elite Trainer,CD08-CS
4359,Allison Merritt,West,53,29,7649.45,2022-09,lcarter@adams.com,706.091.8510x2640,47,15,Alpha,2021-08-11,No,3,906.0,2025-03-08 02:08:42,Thousand firm describe still.,Offline,Certified Seller,CD09-AT
4360,David Fletcher,North,56,25,6029.5,2024-08,callahansusan@yahoo.com,+1-769-572-5404,45,8,Beta,2020-12-04,Yes,8,276.99,2025-05-02 22:32:15,Many long Democrat difficult walk small unit.,Offline,None,CD08-CS
4361,Justin Rhodes Jr.,Central,99,6,7416.59,2023-12,seanrobinson@jones.com,(204)119-6853x7556,31,16,Alpha,2021-03-14,No,6,639.22,2025-07-25 06:45:35,Owner participant foreign issue around side or.,Hybrid,Certified Seller,CD03-ML
4362,John Long,Central,94,2,2510.1,2024-03,lewiskelly@smith.info,+1-351-380-5149x18370,50,20,Gamma,2021-04-15,Yes,3,310.98,2025-07-06 21:37:26,Final itself necessary child half market these exist.,Offline,Elite Trainer,CD07-DO
4363,Stephanie Carter,South,19,45,2755.71,2024-05,jonathansmith@hotmail.com,+1-345-572-7712,48,14,Alpha,2021-09-02,Yes,1,601.79,2025-07-10 16:18:20,White old kitchen play as peace.,Online,None,CD07-DO
4364,Krystal Santiago,North,57,28,7240.09,2024-12,mitchellsmith@vaughn-fernandez.net,035.954.9629,25,14,Alpha,2021-10-26,Yes,1,217.22,2025-06-06 04:16:30,At institution relate.,Online,None,CD01-DS
4365,Cory Fuentes,South,67,1,1994.74,2022-05,christopher34@alvarado-robinson.com,(451)832-6582x535,35,16,Beta,2021-06-05,No,6,563.0,2025-07-03 11:43:39,Real store wonder song.,Online,Elite Trainer,CD05-FS
4366,Cody Hill,West,100,16,7866.9,2023-11,james34@hotmail.com,001-848-839-3591x080,43,1,Beta,2020-12-23,No,9,689.99,2025-02-27 10:09:13,When style mission list source check figure.,Offline,None,CD03-ML
4367,Dr. Tasha Oconnor,North,15,24,1135.95,2022-11,hwagner@hotmail.com,061-569-1566x0003,26,2,Beta,2022-05-03,Yes,6,908.9,2025-06-25 17:53:47,Place just base ball partner explain few.,Hybrid,Certified Seller,CD02-AI
4368,Samantha Velazquez,West,26,41,7794.06,2023-12,abennett@frazier.com,001-837-954-0334x0015,28,5,Beta,2024-07-24,Yes,8,313.97,2025-05-30 00:30:07,Design center organization within travel hope type.,Online,Certified Seller,CD07-DO
4369,Lisa Hale,East,42,27,2598.46,2024-04,susanvillarreal@hotmail.com,001-394-606-8108x174,22,15,Alpha,2023-09-12,Yes,2,986.41,2025-06-16 12:39:59,Risk action type material staff.,Offline,Certified Seller,CD09-AT
4370,Jerry Baker,East,34,5,7735.86,2024-08,eric19@hotmail.com,3902659951,23,19,Alpha,2021-04-05,Yes,3,573.78,2025-04-04 16:49:45,Low environmental use state.,Hybrid,None,CD09-AT
4371,Caleb Klein,Central,19,33,7446.71,2024-12,rogersdouglas@yahoo.com,+1-952-814-5411x245,23,20,Alpha,2023-08-03,Yes,8,612.81,2025-05-10 02:32:04,Surface three bank ten.,Online,None,CD08-CS
4372,Jamie Thompson,Central,21,25,7747.92,2023-12,howellrebecca@griffin.net,001-336-560-1880x73126,30,18,Alpha,2024-05-25,Yes,9,294.28,2025-04-07 10:47:50,Mission movement moment live mother general.,Hybrid,Elite Trainer,CD06-CC
